Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],RUL,Source
642.21,1587.36,2387.98,47.39,108,91,NASA
642.39,1586.98,2388.06,47.21,109,90,NASA
642.65,1591.2,2388.03,47.3,110,89,NASA
642.33,1585.7,2388.03,47.38,111,88,NASA
642.41,1586.33,2388.05,47.16,112,87,NASA
642.58,1595.96,2387.98,47.33,113,86,NASA
642.23,1594.48,2388.02,47.33,114,85,NASA
642.4,1590.68,2388.04,47.38,115,84,NASA
642.36,1587.95,2388.04,47.48,116,83,NASA
642.28,1586.4,2388.08,47.36,117,82,NASA
642.53,1588.76,2388.02,47.27,118,81,NASA
642.53,1585.0,2388.05,47.41,119,80,NASA
642.1,1595.73,2388.06,47.39,120,79,NASA
642.0,1592.53,2388.07,47.27,121,78,NASA
642.23,1587.52,2388.06,47.32,122,77,NASA
642.54,1584.87,2388.04,47.44,123,76,NASA
642.5,1584.6,2388.03,47.4,124,75,NASA
642.46,1585.75,2388.05,47.47,125,74,NASA
641.97,1579.81,2388.03,47.49,126,73,NASA
642.11,1591.89,2388.03,47.37,127,72,NASA
642.73,1589.36,2388.09,47.34,128,71,NASA
642.37,1585.87,2388.0,47.35,129,70,NASA
642.51,1582.33,2388.14,47.39,130,69,NASA
642.0,1588.48,2388.07,47.39,131,68,NASA
642.49,1591.23,2388.05,47.43,132,67,NASA
642.46,1591.96,2388.05,47.42,133,66,NASA
642.6,1590.03,2388.11,47.42,134,65,NASA
642.4,1586.23,2388.08,47.59,135,64,NASA
641.96,1593.44,2388.05,47.46,136,63,NASA
642.53,1600.35,2388.05,47.46,137,62,NASA
642.54,1590.44,2388.03,47.36,138,61,NASA
642.74,1592.47,2388.05,47.42,139,60,NASA
642.38,1592.36,2388.1,47.53,140,59,NASA
642.27,1586.0,2388.04,47.6,141,58,NASA
642.69,1582.84,2388.07,47.4,142,57,NASA
642.31,1587.76,2388.04,47.46,143,56,NASA
642.69,1591.61,2388.04,47.32,144,55,NASA
642.85,1595.85,2388.13,47.44,145,54,NASA
641.9,1584.69,2388.08,47.54,146,53,NASA
642.47,1589.64,2388.12,47.54,147,52,NASA
642.99,1590.75,2388.1,47.69,148,51,NASA
643.15,1586.4,2388.06,47.5,149,50,NASA
642.02,1590.91,2388.11,47.6,150,49,NASA
643.4,1584.04,2388.07,47.34,151,48,NASA
642.95,1593.53,2388.1,47.55,152,47,NASA
642.8,1584.81,2388.1,47.43,153,46,NASA
642.59,1595.6,2388.13,47.5,154,45,NASA
642.79,1586.28,2388.08,47.63,155,44,NASA
642.9,1586.72,2388.12,47.72,156,43,NASA
643.18,1598.58,2388.09,47.67,157,42,NASA
642.63,1591.16,2388.13,47.66,158,41,NASA
642.76,1589.61,2388.12,47.59,159,40,NASA
642.12,1592.33,2388.15,47.7,160,39,NASA
642.73,1592.2,2388.05,47.64,161,38,NASA
642.92,1597.34,2388.09,47.69,162,37,NASA
643.01,1587.46,2388.17,47.71,163,36,NASA
642.99,1593.49,2388.07,47.8,164,35,NASA
642.96,1593.1,2388.09,47.68,165,34,NASA
642.78,1596.73,2388.07,47.82,166,33,NASA
642.97,1593.17,2388.19,47.76,167,32,NASA
643.02,1591.19,2388.06,47.66,168,31,NASA
642.19,1594.26,2388.08,47.56,169,30,NASA
643.15,1590.61,2388.09,47.77,170,29,NASA
642.75,1597.24,2388.1,47.78,171,28,NASA
642.32,1590.48,2388.11,47.79,172,27,NASA
642.72,1604.92,2388.11,47.63,173,26,NASA
643.29,1595.9,2388.11,47.85,174,25,NASA
642.94,1590.51,2388.14,47.89,175,24,NASA
642.78,1593.24,2388.06,47.76,176,23,NASA
643.15,1598.9,2388.14,47.77,177,22,NASA
643.31,1595.94,2388.16,47.68,178,21,NASA
642.88,1596.35,2388.12,47.79,179,20,NASA
643.61,1598.56,2388.14,47.88,180,19,NASA
643.03,1601.1,2388.16,47.98,181,18,NASA
643.1,1593.39,2388.13,47.88,182,17,NASA
643.33,1598.94,2388.17,48.01,183,16,NASA
643.22,1595.07,2388.17,47.95,184,15,NASA
643.34,1603.8,2388.16,47.92,185,14,NASA
643.22,1601.55,2388.17,48.01,186,13,NASA
643.7,1600.66,2388.19,48.01,187,12,NASA
643.17,1605.33,2388.15,47.97,188,11,NASA
642.99,1603.0,2388.11,47.95,189,10,NASA
642.99,1604.81,2388.17,47.94,190,9,NASA
643.15,1603.83,2388.12,48.01,191,8,NASA
643.25,1598.31,2388.17,47.97,192,7,NASA
643.55,1605.53,2388.19,48.18,193,6,NASA
643.32,1599.8,2388.2,48.15,194,5,NASA
643.84,1601.67,2388.16,48.12,195,4,NASA
644.23,1597.47,2388.18,48.05,196,3,NASA
643.82,1603.82,2388.18,48.12,197,2,NASA
643.91,1606.34,2388.23,48.2,198,1,NASA
643.57,1598.35,2388.26,48.2,199,0,NASA
642.66,1588.3,2388.17,47.44,1,184,NASA
642.55,1590.37,2388.08,47.62,2,183,NASA
643.62,1586.74,2388.12,47.46,3,182,NASA
643.04,1589.6,2388.13,47.51,4,181,NASA
642.1,1587.23,2388.13,47.59,5,180,NASA
642.17,1592.74,2388.09,47.51,6,179,NASA
642.44,1590.79,2388.11,47.41,7,178,NASA
642.24,1580.72,2388.13,47.48,8,177,NASA
642.27,1580.36,2388.13,47.75,9,176,NASA
643.42,1587.59,2388.09,47.52,10,175,NASA
642.99,1593.0,2388.11,47.58,11,174,NASA
643.02,1601.02,2388.12,47.59,12,173,NASA
642.91,1586.05,2388.13,47.68,13,172,NASA
642.58,1588.22,2388.12,47.53,14,171,NASA
642.93,1595.52,2388.1,47.6,15,170,NASA
641.93,1590.07,2388.12,47.52,16,169,NASA
642.38,1588.24,2388.07,47.58,17,168,NASA
642.37,1584.99,2388.18,47.72,18,167,NASA
642.65,1588.34,2388.09,47.71,19,166,NASA
642.58,1588.29,2388.14,47.5,20,165,NASA
642.81,1592.16,2388.21,47.43,21,164,NASA
642.98,1595.58,2388.09,47.63,22,163,NASA
642.71,1579.8,2388.1,47.6,23,162,NASA
642.96,1593.27,2388.11,47.68,24,161,NASA
643.14,1597.04,2388.1,47.5,25,160,NASA
642.93,1593.45,2388.1,47.47,26,159,NASA
642.81,1593.3,2388.11,47.68,27,158,NASA
642.6,1584.15,2388.08,47.53,28,157,NASA
642.96,1584.54,2388.08,47.35,29,156,NASA
642.82,1592.69,2388.11,47.71,30,155,NASA
643.11,1592.38,2388.11,47.56,31,154,NASA
642.66,1589.59,2388.08,47.3,32,153,NASA
642.72,1591.63,2388.1,47.62,33,152,NASA
642.76,1593.83,2388.1,47.62,34,151,NASA
642.56,1588.19,2388.14,47.63,35,150,NASA
642.8,1587.58,2388.15,47.66,36,149,NASA
642.85,1585.26,2388.1,47.6,37,148,NASA
642.46,1583.13,2388.13,47.51,38,147,NASA
642.79,1581.22,2388.09,47.52,39,146,NASA
642.06,1583.56,2388.09,47.48,40,145,NASA
642.43,1592.54,2388.12,47.64,41,144,NASA
643.44,1587.71,2388.1,47.59,42,143,NASA
642.46,1582.82,2388.12,47.73,43,142,NASA
642.95,1587.97,2388.09,47.47,44,141,NASA
642.68,1591.31,2388.08,47.37,45,140,NASA
642.87,1590.05,2388.09,47.59,46,139,NASA
642.53,1586.42,2388.14,47.49,47,138,NASA
642.71,1583.68,2388.13,47.52,48,137,NASA
643.36,1588.18,2388.06,47.34,49,136,NASA
642.58,1593.51,2388.09,47.5,50,135,NASA
643.43,1593.97,2388.12,47.51,51,134,NASA
642.39,1589.67,2388.15,47.76,52,133,NASA
642.54,1589.1,2388.16,47.62,53,132,NASA
643.21,1595.43,2388.1,47.39,54,131,NASA
642.19,1590.14,2388.1,47.44,55,130,NASA
642.8,1588.49,2388.08,47.59,56,129,NASA
642.67,1589.66,2388.08,47.65,57,128,NASA
642.66,1593.6,2388.16,47.72,58,127,NASA
642.18,1590.13,2388.06,47.41,59,126,NASA
642.44,1579.75,2388.12,47.49,60,125,NASA
642.58,1589.27,2388.14,47.58,61,124,NASA
642.82,1587.98,2388.16,47.61,62,123,NASA
642.55,1589.93,2388.1,47.61,63,122,NASA
642.59,1593.67,2388.17,47.4,64,121,NASA
643.03,1587.75,2388.09,47.56,65,120,NASA
642.85,1594.71,2388.1,47.5,66,119,NASA
642.84,1594.05,2388.13,47.5,67,118,NASA
642.83,1588.48,2388.09,47.63,68,117,NASA
642.36,1591.77,2388.07,47.72,69,116,NASA
642.45,1594.06,2388.09,47.56,70,115,NASA
642.32,1593.2,2388.15,47.55,71,114,NASA
642.57,1593.52,2388.13,47.53,72,113,NASA
642.86,1590.87,2388.06,47.53,73,112,NASA
643.48,1601.68,2388.15,47.63,74,111,NASA
643.6,1589.46,2388.07,47.7,75,110,NASA
642.85,1592.64,2388.12,47.42,76,109,NASA
642.87,1592.87,2388.14,47.61,77,108,NASA
642.76,1591.6,2388.11,47.56,78,107,NASA
642.63,1585.78,2388.09,47.49,79,106,NASA
642.96,1586.68,2388.19,47.76,80,105,NASA
642.55,1588.12,2388.11,47.54,81,104,NASA
642.86,1596.78,2388.09,47.62,82,103,NASA
642.96,1592.99,2388.1,47.51,83,102,NASA
642.92,1590.97,2388.08,47.56,84,101,NASA
642.33,1585.72,2388.14,47.52,85,100,NASA
642.95,1590.41,2388.12,47.57,86,99,NASA
642.64,1586.41,2388.07,47.64,87,98,NASA
642.76,1590.81,2388.06,47.57,88,97,NASA
642.79,1583.87,2388.13,47.51,89,96,NASA
642.8,1588.53,2388.15,47.6,90,95,NASA
642.78,1592.97,2388.11,47.58,91,94,NASA
643.17,1590.56,2388.11,47.59,92,93,NASA
642.9,1593.57,2388.11,47.36,93,92,NASA
642.54,1589.39,2388.14,47.72,94,91,NASA
642.9,1590.33,2388.13,47.42,95,90,NASA
642.63,1593.16,2388.08,47.46,96,89,NASA
642.71,1586.68,2388.13,47.47,97,88,NASA
642.53,1590.54,2388.14,47.55,98,87,NASA
642.72,1590.11,2388.05,47.39,99,86,NASA
642.69,1589.76,2388.08,47.65,100,85,NASA
642.65,1594.22,2388.14,47.65,101,84,NASA
643.44,1600.94,2388.09,47.65,102,83,NASA
642.6,1592.07,2388.12,47.64,103,82,NASA
642.97,1590.89,2388.05,47.68,104,81,NASA
642.99,1591.94,2388.1,47.61,105,80,NASA
642.36,1590.1,2388.1,47.53,106,79,NASA
643.09,1589.69,2388.05,47.65,107,78,NASA
643.01,1595.06,2388.07,47.46,108,77,NASA
642.59,1589.24,2388.14,47.46,109,76,NASA
642.95,1597.32,2388.09,47.59,110,75,NASA
642.76,1596.63,2388.13,47.62,111,74,NASA
642.99,1595.11,2388.13,47.55,112,73,NASA
642.57,1596.07,2388.14,47.58,113,72,NASA
642.61,1589.67,2388.13,47.75,114,71,NASA
642.86,1586.42,2388.12,47.7,115,70,NASA
642.91,1594.63,2388.07,47.61,116,69,NASA
642.79,1586.89,2388.11,47.66,117,68,NASA
642.77,1595.99,2388.11,47.58,118,67,NASA
643.09,1591.25,2388.13,47.69,119,66,NASA
643.04,1591.85,2388.12,47.48,120,65,NASA
642.81,1588.5,2388.13,47.68,121,64,NASA
643.3,1591.84,2388.12,47.7,122,63,NASA
642.71,1589.12,2388.15,47.84,123,62,NASA
642.47,1597.49,2388.08,47.87,124,61,NASA
642.73,1596.1,2388.14,47.65,125,60,NASA
643.23,1592.89,2388.11,47.67,126,59,NASA
643.01,1592.83,2388.11,47.75,127,58,NASA
642.98,1587.53,2388.14,47.81,128,57,NASA
642.77,1586.54,2388.1,47.73,129,56,NASA
642.69,1591.97,2388.14,47.7,130,55,NASA
642.74,1590.15,2388.13,47.43,131,54,NASA
642.67,1591.88,2388.16,47.72,132,53,NASA
642.45,1598.79,2388.14,47.73,133,52,NASA
642.96,1589.73,2388.17,47.74,134,51,NASA
643.28,1595.76,2388.12,47.84,135,50,NASA
643.58,1599.97,2388.09,47.68,136,49,NASA
642.9,1587.82,2388.13,47.42,137,48,NASA
642.85,1581.19,2388.13,47.68,138,47,NASA
643.45,1594.07,2388.12,47.58,139,46,NASA
642.55,1595.82,2388.13,47.69,140,45,NASA
643.05,1590.28,2388.1,47.7,141,44,NASA
642.68,1591.87,2388.09,47.58,142,43,NASA
643.22,1597.64,2388.13,47.7,143,42,NASA
642.82,1596.02,2388.13,47.76,144,41,NASA
643.34,1596.58,2388.09,47.67,145,40,NASA
642.92,1595.09,2388.14,47.9,146,39,NASA
642.5,1596.01,2388.11,47.71,147,38,NASA
643.1,1595.0,2388.08,47.72,148,37,NASA
643.43,1598.68,2388.09,47.78,149,36,NASA
642.76,1597.23,2388.15,47.86,150,35,NASA
643.22,1599.9,2388.11,47.8,151,34,NASA
642.67,1598.65,2388.13,47.95,152,33,NASA
642.68,1595.62,2388.1,47.71,153,32,NASA
643.14,1605.31,2388.14,47.69,154,31,NASA
643.1,1600.93,2388.14,47.93,155,30,NASA
643.14,1590.76,2388.1,47.91,156,29,NASA
643.47,1597.34,2388.13,47.8,157,28,NASA
643.47,1595.66,2388.14,47.97,158,27,NASA
643.17,1596.14,2388.12,47.82,159,26,NASA
643.39,1595.93,2388.1,47.69,160,25,NASA
643.77,1598.97,2388.13,47.52,161,24,NASA
643.4,1592.82,2388.11,47.76,162,23,NASA
643.26,1597.37,2388.14,47.8,163,22,NASA
643.25,1605.13,2388.13,47.71,164,21,NASA
643.65,1602.53,2388.1,47.85,165,20,NASA
643.4,1596.57,2388.09,47.85,166,19,NASA
643.69,1601.2,2388.13,47.96,167,18,NASA
643.11,1595.81,2388.11,47.96,168,17,NASA
643.29,1595.56,2388.15,47.94,169,16,NASA
643.76,1600.43,2388.18,47.8,170,15,NASA
642.97,1600.49,2388.19,48.01,171,14,NASA
643.06,1597.59,2388.08,48.0,172,13,NASA
643.37,1605.22,2388.14,48.01,173,12,NASA
643.2,1601.97,2388.13,47.88,174,11,NASA
643.0,1600.09,2388.11,48.25,175,10,NASA
643.66,1600.14,2388.12,47.92,176,9,NASA
643.3,1603.93,2388.17,48.07,177,8,NASA
643.43,1603.07,2388.09,48.12,178,7,NASA
643.61,1613.29,2388.15,48.06,179,6,NASA
643.9,1602.87,2388.17,48.03,180,5,NASA
644.0,1604.26,2388.2,48.17,181,4,NASA
643.81,1598.32,2388.16,48.41,182,3,NASA
643.49,1603.37,2388.12,48.04,183,2,NASA
643.83,1603.01,2388.17,48.04,184,1,NASA
643.88,1606.38,2388.22,48.05,185,0,NASA
642.04,1589.91,2388.1,47.53,1,239,NASA
642.65,1586.25,2388.09,47.39,2,238,NASA
642.55,1586.42,2388.11,47.39,3,237,NASA
642.41,1594.89,2388.04,47.59,4,236,NASA
643.41,1590.49,2388.04,47.24,5,235,NASA
642.75,1589.51,2388.05,47.37,6,234,NASA
642.5,1587.88,2388.0,47.72,7,233,NASA
642.34,1592.6,2388.07,47.13,8,232,NASA
642.76,1582.13,2388.03,47.42,9,231,NASA
641.98,1593.4,2388.11,47.45,10,230,NASA
642.51,1584.68,2388.03,47.53,11,229,NASA
642.85,1587.31,2388.1,47.48,12,228,NASA
642.53,1584.34,2388.08,47.4,13,227,NASA
641.7,1586.25,2388.07,47.5,14,226,NASA
642.6,1585.05,2388.09,47.5,15,225,NASA
642.65,1586.89,2388.02,47.29,16,224,NASA
642.42,1588.44,2388.1,47.39,17,223,NASA
642.92,1585.91,2388.08,47.4,18,222,NASA
642.28,1586.1,2388.1,47.46,19,221,NASA
642.61,1589.05,2388.02,47.47,20,220,NASA
642.77,1589.51,2388.08,47.45,21,219,NASA
642.39,1584.29,2388.07,47.61,22,218,NASA
642.99,1582.68,2388.09,47.38,23,217,NASA
642.07,1591.26,2388.04,47.44,24,216,NASA
642.61,1593.16,2388.11,47.36,25,215,NASA
642.16,1590.84,2388.0,47.47,26,214,NASA
642.5,1578.34,2388.05,47.35,27,213,NASA
642.53,1583.87,2388.09,47.41,28,212,NASA
642.41,1594.42,2388.07,47.46,29,211,NASA
642.74,1585.0,2388.0,47.5,30,210,NASA
642.51,1585.28,2388.08,47.37,31,209,NASA
642.73,1584.27,2388.07,47.35,32,208,NASA
642.42,1588.36,2388.08,47.51,33,207,NASA
642.51,1597.07,2388.11,47.35,34,206,NASA
643.02,1588.06,2388.1,47.18,35,205,NASA
642.21,1584.92,2388.04,47.45,36,204,NASA
642.26,1582.85,2388.09,47.39,37,203,NASA
642.2,1588.38,2388.03,47.46,38,202,NASA
642.73,1593.42,2388.07,47.45,39,201,NASA
642.12,1587.75,2388.09,47.41,40,200,NASA
642.73,1577.3,2388.07,47.32,41,199,NASA
642.78,1584.88,2388.01,47.45,42,198,NASA
642.43,1592.31,2388.02,47.42,43,197,NASA
642.61,1590.24,2388.07,47.55,44,196,NASA
643.1,1579.46,2388.06,47.47,45,195,NASA
642.6,1590.02,2388.02,47.28,46,194,NASA
642.4,1592.83,2388.04,47.49,47,193,NASA
642.31,1590.33,2388.02,47.4,48,192,NASA
642.28,1589.87,2388.09,47.47,49,191,NASA
641.79,1592.12,2388.1,47.31,50,190,NASA
642.27,1583.78,2388.07,47.31,51,189,NASA
642.0,1585.92,2388.01,47.45,52,188,NASA
642.5,1589.31,2388.07,47.49,53,187,NASA
641.9,1588.73,2388.01,47.57,54,186,NASA
642.89,1585.97,2388.04,47.4,55,185,NASA
642.93,1595.61,2388.08,47.36,56,184,NASA
642.25,1586.86,2388.06,47.38,57,183,NASA
642.4,1589.1,2388.07,47.27,58,182,NASA
642.69,1584.89,2388.07,47.33,59,181,NASA
642.78,1588.14,2388.06,47.54,60,180,NASA
642.64,1587.0,2388.06,47.38,61,179,NASA
642.35,1592.62,2388.15,47.44,62,178,NASA
642.86,1594.11,2388.05,47.56,63,177,NASA
642.78,1590.52,2388.08,47.49,64,176,NASA
641.98,1588.67,2388.05,47.53,65,175,NASA
642.47,1589.46,2388.04,47.41,66,174,NASA
642.81,1590.55,2388.08,47.4,67,173,NASA
642.35,1585.32,2388.06,47.58,68,172,NASA
642.84,1585.23,2388.1,47.36,69,171,NASA
642.4,1589.0,2388.1,47.24,70,170,NASA
642.32,1591.47,2388.03,47.5,71,169,NASA
642.98,1592.16,2388.13,47.52,72,168,NASA
642.45,1589.14,2388.12,47.56,73,167,NASA
642.28,1589.21,2388.06,47.5,74,166,NASA
642.17,1582.52,2388.08,47.3,75,165,NASA
642.43,1589.66,2388.12,47.49,76,164,NASA
642.8,1584.26,2388.06,47.39,77,163,NASA
642.66,1589.98,2388.16,47.58,78,162,NASA
642.62,1586.82,2388.08,47.5,79,161,NASA
642.69,1584.9,2388.06,47.39,80,160,NASA
642.57,1592.55,2388.09,47.46,81,159,NASA
642.98,1588.48,2388.11,47.45,82,158,NASA
642.28,1583.99,2388.03,47.31,83,157,NASA
643.02,1592.82,2388.06,47.54,84,156,NASA
642.5,1592.76,2388.08,47.49,85,155,NASA
642.66,1600.61,2388.07,47.48,86,154,NASA
642.56,1584.82,2388.09,47.52,87,153,NASA
642.63,1592.28,2388.1,47.31,88,152,NASA
643.08,1584.29,2388.02,47.51,89,151,NASA
642.88,1587.82,2388.07,47.4,90,150,NASA
642.66,1589.43,2388.11,47.37,91,149,NASA
642.6,1590.1,2388.06,47.38,92,148,NASA
642.65,1588.92,2388.06,47.45,93,147,NASA
641.94,1583.23,2388.03,47.33,94,146,NASA
642.73,1584.78,2388.09,47.38,95,145,NASA
643.38,1588.8,2388.07,47.42,96,144,NASA
642.94,1585.75,2388.11,47.36,97,143,NASA
642.93,1587.59,2388.13,47.53,98,142,NASA
642.11,1590.13,2388.11,47.7,99,141,NASA
642.61,1588.16,2388.11,47.42,100,140,NASA
642.82,1592.24,2388.08,47.35,101,139,NASA
642.53,1581.3,2388.04,47.45,102,138,NASA
642.21,1590.6,2388.11,47.5,103,137,NASA
642.63,1595.96,2388.16,47.46,104,136,NASA
642.07,1589.51,2388.04,47.43,105,135,NASA
642.65,1581.19,2388.08,47.54,106,134,NASA
642.52,1593.95,2388.1,47.51,107,133,NASA
642.52,1582.36,2388.08,47.6,108,132,NASA
641.88,1590.35,2388.12,47.51,109,131,NASA
642.59,1595.21,2388.13,47.43,110,130,NASA
642.6,1590.83,2388.12,47.51,111,129,NASA
642.65,1584.56,2388.09,47.52,112,128,NASA
642.63,1591.24,2388.04,47.43,113,127,NASA
642.5,1595.9,2388.11,47.66,114,126,NASA
643.37,1594.71,2388.12,47.52,115,125,NASA
641.62,1592.13,2388.11,47.34,116,124,NASA
642.85,1596.16,2388.08,47.6,117,123,NASA
642.17,1594.05,2388.07,47.45,118,122,NASA
642.27,1596.6,2388.09,47.6,119,121,NASA
643.18,1595.74,2388.07,47.36,120,120,NASA
642.64,1578.65,2388.13,47.69,121,119,NASA
642.79,1585.53,2388.1,47.59,122,118,NASA
642.32,1593.73,2388.07,47.49,123,117,NASA
642.62,1587.96,2388.11,47.47,124,116,NASA
643.15,1594.27,2388.14,47.49,125,115,NASA
642.4,1589.6,2388.09,47.5,126,114,NASA
642.78,1588.85,2388.08,47.55,127,113,NASA
642.46,1592.57,2388.11,47.52,128,112,NASA
642.56,1595.65,2388.1,47.54,129,111,NASA
642.07,1592.87,2388.08,47.56,130,110,NASA
642.74,1591.07,2388.12,47.6,131,109,NASA
642.54,1595.33,2388.1,47.38,132,108,NASA
642.55,1592.2,2388.09,47.67,133,107,NASA
642.62,1589.66,2388.13,47.37,134,106,NASA
642.6,1590.3,2388.07,47.51,135,105,NASA
642.73,1589.5,2388.1,47.49,136,104,NASA
643.24,1579.45,2388.13,47.56,137,103,NASA
642.48,1587.57,2388.03,47.55,138,102,NASA
642.37,1596.08,2388.1,47.62,139,101,NASA
642.7,1595.19,2388.11,47.59,140,100,NASA
642.55,1585.53,2388.14,47.47,141,99,NASA
643.32,1593.23,2388.12,47.65,142,98,NASA
642.83,1593.73,2388.09,47.44,143,97,NASA
642.96,1583.83,2388.11,47.7,144,96,NASA
643.15,1593.07,2388.1,47.5,145,95,NASA
642.89,1589.49,2388.13,47.46,146,94,NASA
642.88,1593.22,2388.11,47.57,147,93,NASA
642.82,1596.78,2388.12,47.56,148,92,NASA
642.77,1592.86,2388.12,47.88,149,91,NASA
642.79,1588.82,2388.15,47.56,150,90,NASA
642.96,1585.94,2388.1,47.57,151,89,NASA
642.24,1592.33,2388.15,47.54,152,88,NASA
642.75,1588.68,2388.11,47.58,153,87,NASA
642.97,1585.35,2388.15,47.43,154,86,NASA
642.65,1586.92,2388.08,47.82,155,85,NASA
642.08,1584.8,2388.13,47.5,156,84,NASA
643.02,1594.52,2388.12,47.85,157,83,NASA
642.96,1595.29,2388.08,47.69,158,82,NASA
642.94,1589.69,2388.13,47.7,159,81,NASA
642.6,1591.92,2388.17,47.64,160,80,NASA
642.88,1591.8,2388.17,47.54,161,79,NASA
642.72,1596.51,2388.12,47.8,162,78,NASA
643.04,1588.63,2388.11,47.73,163,77,NASA
642.67,1589.75,2388.05,47.83,164,76,NASA
643.39,1591.5,2388.12,47.63,165,75,NASA
642.93,1588.97,2388.12,47.64,166,74,NASA
642.86,1597.14,2388.11,47.61,167,73,NASA
643.38,1585.84,2388.12,47.69,168,72,NASA
643.1,1596.51,2388.14,47.62,169,71,NASA
642.77,1600.06,2388.13,47.5,170,70,NASA
643.21,1593.08,2388.17,47.56,171,69,NASA
643.05,1590.78,2388.13,47.76,172,68,NASA
642.96,1595.29,2388.1,47.87,173,67,NASA
643.13,1597.11,2388.11,47.6,174,66,NASA
642.93,1590.31,2388.1,47.71,175,65,NASA
643.09,1603.18,2388.13,47.75,176,64,NASA
643.2,1590.27,2388.15,47.79,177,63,NASA
642.71,1592.84,2388.16,47.9,178,62,NASA
642.78,1595.78,2388.16,48.02,179,61,NASA
643.24,1593.24,2388.15,47.69,180,60,NASA
643.12,1596.17,2388.13,47.64,181,59,NASA
643.1,1596.43,2388.14,47.77,182,58,NASA
642.8,1595.95,2388.18,47.59,183,57,NASA
643.2,1591.81,2388.16,47.83,184,56,NASA
643.61,1591.13,2388.23,47.71,185,55,NASA
642.93,1601.24,2388.13,47.67,186,54,NASA
643.27,1591.74,2388.15,47.68,187,53,NASA
642.91,1594.31,2388.15,47.95,188,52,NASA
643.12,1591.22,2388.17,47.85,189,51,NASA
643.18,1589.91,2388.15,47.82,190,50,NASA
643.27,1592.62,2388.11,47.93,191,49,NASA
642.85,1591.05,2388.13,47.75,192,48,NASA
642.75,1591.16,2388.08,47.6,193,47,NASA
643.23,1597.26,2388.14,47.68,194,46,NASA
643.17,1599.1,2388.16,47.75,195,45,NASA
643.21,1592.15,2388.23,47.77,196,44,NASA
643.6,1592.42,2388.18,47.92,197,43,NASA
643.36,1599.02,2388.18,47.82,198,42,NASA
643.01,1599.91,2388.14,47.78,199,41,NASA
642.97,1598.76,2388.19,47.59,200,40,NASA
643.22,1596.8,2388.15,48.02,201,39,NASA
643.07,1595.81,2388.17,47.71,202,38,NASA
643.66,1600.0,2388.2,47.76,203,37,NASA
642.97,1601.76,2388.16,47.76,204,36,NASA
643.02,1591.53,2388.11,47.91,205,35,NASA
643.41,1596.17,2388.25,47.78,206,34,NASA
643.58,1602.79,2388.22,48.04,207,33,NASA
642.99,1588.33,2388.16,47.79,208,32,NASA
643.67,1601.06,2388.19,48.06,209,31,NASA
642.61,1601.72,2388.23,47.91,210,30,NASA
644.01,1596.42,2388.22,47.83,211,29,NASA
643.29,1598.8,2388.22,47.9,212,28,NASA
643.41,1599.61,2388.19,48.01,213,27,NASA
643.27,1589.75,2388.18,48.02,214,26,NASA
643.54,1598.75,2388.26,47.85,215,25,NASA
643.46,1602.5,2388.23,48.0,216,24,NASA
643.2,1601.54,2388.16,48.17,217,23,NASA
643.55,1599.82,2388.2,47.85,218,22,NASA
643.84,1594.08,2388.21,48.01,219,21,NASA
642.95,1595.53,2388.22,47.84,220,20,NASA
643.6,1599.86,2388.21,48.03,221,19,NASA
643.53,1595.77,2388.22,47.97,222,18,NASA
643.06,1598.2,2388.28,48.03,223,17,NASA
643.74,1597.08,2388.27,47.85,224,16,NASA
643.43,1595.87,2388.26,48.01,225,15,NASA
643.25,1598.29,2388.26,48.1,226,14,NASA
643.53,1595.27,2388.16,47.88,227,13,NASA
643.51,1595.73,2388.22,48.0,228,12,NASA
643.64,1601.55,2388.3,47.84,229,11,NASA
643.51,1595.34,2388.18,48.05,230,10,NASA
643.13,1599.45,2388.27,48.06,231,9,NASA
643.38,1606.06,2388.26,47.87,232,8,NASA
643.56,1601.27,2388.29,48.1,233,7,NASA
642.93,1588.56,2388.28,48.09,234,6,NASA
644.05,1596.94,2388.23,48.06,235,5,NASA
643.19,1604.98,2388.25,48.25,236,4,NASA
643.94,1608.12,2388.3,48.16,237,3,NASA
643.54,1598.68,2388.33,48.11,238,2,NASA
643.84,1602.45,2388.22,48.43,239,1,NASA
644.01,1601.01,2388.28,48.12,240,0,NASA
641.73,1582.64,2387.98,47.09,1,213,NASA
642.07,1585.1,2387.99,47.32,2,212,NASA
641.86,1588.69,2388.0,47.23,3,211,NASA
641.99,1584.03,2388.01,47.27,4,210,NASA
642.32,1579.79,2387.99,47.16,5,209,NASA
642.26,1578.0,2387.96,47.17,6,208,NASA
641.85,1582.53,2388.0,47.04,7,207,NASA
642.17,1575.42,2388.04,47.0,8,206,NASA
642.02,1585.46,2388.02,47.23,9,205,NASA
641.57,1580.98,2388.0,47.1,10,204,NASA
641.96,1585.18,2388.0,47.31,11,203,NASA
642.48,1590.69,2388.02,47.19,12,202,NASA
641.91,1587.03,2388.01,47.08,13,201,NASA
641.88,1586.63,2388.05,47.28,14,200,NASA
641.95,1592.11,2388.01,47.1,15,199,NASA
642.63,1582.57,2388.0,47.05,16,198,NASA
641.77,1571.06,2387.92,47.21,17,197,NASA
642.22,1583.64,2388.0,47.05,18,196,NASA
641.87,1587.92,2388.03,47.17,19,195,NASA
